12433.png: uiqm=0.5294881075553923, uciqe=0.49891078100846614
NF_32.png: uiqm=0.3680772083577126, uciqe=0.629895774995022
NF_363.png: uiqm=-0.49285440004246356, uciqe=0.5626626053899021
NF_364.png: uiqm=-0.5674617678645368, uciqe=0.5612256598376617
NF_387.png: uiqm=-0.09589245999592899, uciqe=0.4831215439993142
NF_410.png: uiqm=0.10103866917952165, uciqe=0.508167042140596
NF_417.png: uiqm=0.0859542545559634, uciqe=0.6074376318050148
NF_466.png: uiqm=-0.18572801092293356, uciqe=0.47131179464358647
NF_470.png: uiqm=0.6105180948035615, uciqe=0.571674959800171
NF_507.png: uiqm=-0.11358679207465183, uciqe=0.469723562691265
NF_512.png: uiqm=0.07571713457150919, uciqe=0.5870141615744084
NF_518.png: uiqm=0.5226757547512936, uciqe=0.5988710727295401
NF_52.png: uiqm=0.07671309675813309, uciqe=0.476085297390309
NF_56.png: uiqm=-0.024344674689580237, uciqe=0.612622350103602
NF_57.png: uiqm=0.003170614067728783, uciqe=0.5902286944723412
NF_60.png: uiqm=-0.03661284120175856, uciqe=0.5520613386688812
NF_69.png: uiqm=0.7959354791006926, uciqe=0.6658404978142808
NF_7.png: uiqm=-0.2697442141525481, uciqe=0.41312043617648514
NF_70.png: uiqm=0.8206661396263686, uciqe=0.698955499124427
NF_75.png: uiqm=0.32126375492951553, uciqe=0.5731584871664933
NF_78.png: uiqm=0.6426545155964825, uciqe=0.6170699460270912
NF_8.png: uiqm=-0.0844998138685693, uciqe=0.41565917767928057
NF_81.png: uiqm=0.13393915335599416, uciqe=0.5960050321372252
NF_85.png: uiqm=0.7927767324501882, uciqe=0.5959491980902788
NF_94.png: uiqm=0.7677440942445611, uciqe=0.5450559162231009
NF_95.png: uiqm=1.0729335143345349, uciqe=0.4465870518833711

Average: uiqm=0.3063027461765529, uciqe=0.5647786168178555

