104_img_: PSNR=26.30567313079904 SSIM=0.9313182639736343 UIQM=0.4548256695577937 UCIQE=0.5640831562928588
20: PSNR=20.71111899682058 SSIM=0.6864945049773854 UIQM=0.943206781185713 UCIQE=0.6038875356429774
22_img_: PSNR=21.30319098044909 SSIM=0.8893531430530353 UIQM=0.8328385934926553 UCIQE=0.5785982597584116
23_img_: PSNR=22.86552089652222 SSIM=0.8632644648013841 UIQM=1.1179602833692885 UCIQE=0.6157713121054511
24_img_: PSNR=21.463351336018444 SSIM=0.8590349699926048 UIQM=0.8202295486249978 UCIQE=0.5873496980606131
282_img_: PSNR=19.071754797600576 SSIM=0.6990787841094904 UIQM=1.1071516488485882 UCIQE=0.6230427126753144
284_img_: PSNR=26.38759707775003 SSIM=0.7836986278548118 UIQM=0.8327197901648304 UCIQE=0.645570076186178
288_img_: PSNR=20.880071101558624 SSIM=0.880540785865304 UIQM=0.9219630876249054 UCIQE=0.5423679955786493
290_img_: PSNR=24.19907834666395 SSIM=0.877256047285145 UIQM=0.901569677691246 UCIQE=0.5440863767421147
292_img_: PSNR=24.325682466713516 SSIM=0.8995395773864394 UIQM=0.8229916076716851 UCIQE=0.6412272683311465
293_img_: PSNR=19.170067344511093 SSIM=0.5852323411280025 UIQM=0.8883061006170838 UCIQE=0.573411160713755
294_img_: PSNR=16.209140727631784 SSIM=0.5151910706463324 UIQM=0.6218042331654898 UCIQE=0.4965387220491426
295_img_: PSNR=23.26635886305418 SSIM=0.8618268668846528 UIQM=1.0367143123561564 UCIQE=0.6713526950208777
299_img_: PSNR=14.40134529735429 SSIM=0.6149057180431543 UIQM=0.5107052546070995 UCIQE=0.526617501190029
2_img_: PSNR=19.144259379306643 SSIM=0.8291492255224466 UIQM=0.8977103289983628 UCIQE=0.6754668295260426
300_img_: PSNR=21.809039157477578 SSIM=0.8093903512927165 UIQM=0.8010768003012386 UCIQE=0.591205446672351
301_img_: PSNR=23.053981997832484 SSIM=0.8557688841243154 UIQM=0.7016535353936543 UCIQE=0.5710828107104683
302_img_: PSNR=23.50321938050844 SSIM=0.9250509369923372 UIQM=0.5559776875662629 UCIQE=0.5289934793005626
303_img_: PSNR=25.44304282146608 SSIM=0.8888844106120913 UIQM=0.7523883972400529 UCIQE=0.5889207249306667
304_img_: PSNR=19.400298388615383 SSIM=0.6356660908004595 UIQM=0.850119583020015 UCIQE=0.5217639730067689
305_img_: PSNR=24.045118974566776 SSIM=0.8281337564435864 UIQM=0.787906721014688 UCIQE=0.5739255082521403
306_img_: PSNR=20.595098778983356 SSIM=0.6264557974098279 UIQM=0.388138698072207 UCIQE=0.5461591311279155
307_img_: PSNR=19.207531600473494 SSIM=0.18766791107961128 UIQM=0.7447641059057887 UCIQE=0.6065467642842153
30_img_: PSNR=22.3121795931376 SSIM=0.8012250426898224 UIQM=1.0872571458639546 UCIQE=0.6497892352178483
311_img_: PSNR=20.803800557675537 SSIM=0.6541352183506219 UIQM=0.9476772477793387 UCIQE=0.5695423027775418
312_img_: PSNR=25.048811777093324 SSIM=0.7848007314269356 UIQM=0.9279665697862984 UCIQE=0.659208675905977
313_img_: PSNR=29.153120604411665 SSIM=0.9279266454171066 UIQM=0.9159376466530487 UCIQE=0.567209313729919
314_img_: PSNR=26.85751149739598 SSIM=0.9247445795921829 UIQM=0.8005532897653941 UCIQE=0.6200012236754285
315_img_: PSNR=27.567211105088326 SSIM=0.8513215562054078 UIQM=1.073044689269698 UCIQE=0.591536440171181
316_img_: PSNR=23.61647545857489 SSIM=0.8483019017745868 UIQM=0.8952985299702245 UCIQE=0.6460862394697175
317_img_: PSNR=25.040348503669094 SSIM=0.8165405132701489 UIQM=0.8188627534812133 UCIQE=0.6125169502384391
318_img_: PSNR=24.359944588706522 SSIM=0.8764459148935351 UIQM=0.9583945463975215 UCIQE=0.6661204199011855
319_img_: PSNR=23.94773041386895 SSIM=0.8217284269579875 UIQM=0.770319346782004 UCIQE=0.601621950146533
320_img_: PSNR=25.379790876824273 SSIM=0.9164555368987021 UIQM=1.1163141513281911 UCIQE=0.63805726105032
322_img_: PSNR=29.671920518887053 SSIM=0.936936602559671 UIQM=0.8182999495774141 UCIQE=0.6135638954891306
323_img_: PSNR=22.25987870047812 SSIM=0.8555063306199009 UIQM=0.47491648419938015 UCIQE=0.5332665512298731
324_img_: PSNR=23.8084485250626 SSIM=0.896096832583173 UIQM=0.8950740798545352 UCIQE=0.6009947871367664
325_img_: PSNR=26.676854109506316 SSIM=0.8750739580428242 UIQM=0.9796647832397297 UCIQE=0.6287682559576859
326_img_: PSNR=26.494243476894297 SSIM=0.9271499325525894 UIQM=0.9497732709165346 UCIQE=0.650872032985262
327_img_: PSNR=26.730102115264227 SSIM=0.9062153360155417 UIQM=0.3165461974607283 UCIQE=0.6293241820702073
330_img_: PSNR=26.148630188045146 SSIM=0.8323948881207104 UIQM=-0.10880025593041998 UCIQE=0.5570275035530251
332_img_: PSNR=23.186353605674146 SSIM=0.8489210153471494 UIQM=0.6055121041914193 UCIQE=0.5843259972464268
334_img_: PSNR=23.444103301629088 SSIM=0.844566073192615 UIQM=1.1379156196000868 UCIQE=0.656083022696638
336_img_: PSNR=24.581217471733034 SSIM=0.8361346041563122 UIQM=0.8687021425928338 UCIQE=0.6790479096685207
337_img_: PSNR=21.180915967943562 SSIM=0.8610308049131133 UIQM=0.7691846543419572 UCIQE=0.5873433569228812
338_img_: PSNR=21.16983504084667 SSIM=0.6460077730173023 UIQM=0.6322910464297774 UCIQE=0.5985507621041657
340_img_: PSNR=25.655741174058022 SSIM=0.870433239768704 UIQM=0.590760895045954 UCIQE=0.6155205609466767
341_img_: PSNR=26.844681923968494 SSIM=0.9195867871222612 UIQM=0.5901827390845654 UCIQE=0.5968502567193607
342_img_: PSNR=21.592127341595212 SSIM=0.7348666132782524 UIQM=0.8267617158161769 UCIQE=0.527301013865825
343_img_: PSNR=25.70662076723808 SSIM=0.9088017244941466 UIQM=0.868882407076247 UCIQE=0.5658712036213929
346_img_: PSNR=22.502751077819354 SSIM=0.7121326810507144 UIQM=0.9810535252415415 UCIQE=0.623769348477253
347_img_: PSNR=23.955201249676076 SSIM=0.7986396096949173 UIQM=0.8146547922854193 UCIQE=0.6188934824129424
348_img_: PSNR=26.379538872369295 SSIM=0.8578059106513208 UIQM=0.7977668497435964 UCIQE=0.6039168384160873
350_img_: PSNR=29.63411087384923 SSIM=0.9195990957232939 UIQM=0.9603730377773051 UCIQE=0.6352352673583933
351_img_: PSNR=21.688334551692442 SSIM=0.8742519519740946 UIQM=1.0274700463912885 UCIQE=0.6123509293254978
353_img_: PSNR=17.45901301261957 SSIM=0.5375173725418909 UIQM=1.0948531186836157 UCIQE=0.575722437655306
355_img_: PSNR=25.23279597172288 SSIM=0.902870234753139 UIQM=0.4611175059473098 UCIQE=0.5678834840769754
356_img_: PSNR=23.549968974065166 SSIM=0.9074467472833444 UIQM=0.8290870793768398 UCIQE=0.632187204294804
359_img_: PSNR=26.147482628534704 SSIM=0.857477892651353 UIQM=0.5299866606999469 UCIQE=0.6117075260124043
360_img_: PSNR=21.219318005506093 SSIM=0.769192346857752 UIQM=0.40727604415075325 UCIQE=0.5826016953730044
361_img_: PSNR=22.72655103935763 SSIM=0.6558556443154987 UIQM=0.4548691690546999 UCIQE=0.5683259206345701
362_img_: PSNR=20.264237708999993 SSIM=0.8056239005286714 UIQM=0.889367290286772 UCIQE=0.636499794030176
363_img_: PSNR=24.868971100430688 SSIM=0.9045727988956258 UIQM=0.21088183914522352 UCIQE=0.5289866404515308
364_img_: PSNR=23.078326481296116 SSIM=0.882715456795415 UIQM=0.04317517861775988 UCIQE=0.6192268011709419
366_img_: PSNR=21.349628547998773 SSIM=0.7958178965759519 UIQM=0.682105144569628 UCIQE=0.6260461270549289
367_img_: PSNR=23.977055375011666 SSIM=0.8369758643387277 UIQM=0.9410074582736341 UCIQE=0.6339892695793752
3_img_: PSNR=21.132146163674776 SSIM=0.7783396823142126 UIQM=0.8831973296036889 UCIQE=0.6125980853958978
4: PSNR=21.754091395367197 SSIM=0.7431415914585078 UIQM=0.8483294145050526 UCIQE=0.6496241672970311
406_img_: PSNR=21.138408881105065 SSIM=0.7760786710163505 UIQM=0.6940030144673728 UCIQE=0.5982045726695226
419_img_: PSNR=22.463982582016936 SSIM=0.9073839863814805 UIQM=0.5379242873495406 UCIQE=0.587349950704251
41_img_: PSNR=22.83223117561573 SSIM=0.7248326612607596 UIQM=1.0740290644123611 UCIQE=0.58377203004438
421_img_: PSNR=25.510187858132326 SSIM=0.8794929174521675 UIQM=0.6320408737751864 UCIQE=0.6499422199862216
460_img_: PSNR=25.0085940489047 SSIM=0.946739113302377 UIQM=0.8971497688361357 UCIQE=0.6553767191189168
466_img_: PSNR=26.0336530643744 SSIM=0.9284435892622267 UIQM=0.7764718534726354 UCIQE=0.6253010780817831
471_img_: PSNR=19.102840269156708 SSIM=0.5839532072694533 UIQM=0.7529832177260791 UCIQE=0.5280839047552457
472_img_: PSNR=19.3123554591464 SSIM=0.29811413050033664 UIQM=0.6241972019514737 UCIQE=0.4667184873060187
476_img_: PSNR=15.662743659431705 SSIM=0.664740390283055 UIQM=0.6289134046337891 UCIQE=0.45411502992483865
48_img_: PSNR=25.829729842997654 SSIM=0.8165314039353522 UIQM=0.5370043564353127 UCIQE=0.590359844099597
495_img_: PSNR=23.22166364006698 SSIM=0.8126530991691088 UIQM=0.23974192071357292 UCIQE=0.5173333382584333
4_img_: PSNR=20.417580930673672 SSIM=0.7607855302937265 UIQM=1.1308927862299611 UCIQE=0.591004733163748
550_img_: PSNR=25.94694087299745 SSIM=0.8614034832022816 UIQM=1.1000169109565903 UCIQE=0.5789875046265486
557: PSNR=22.45066030814769 SSIM=0.8252695600885611 UIQM=1.1909223795731831 UCIQE=0.580580678391659
55_img_: PSNR=23.13837410523277 SSIM=0.7961734078678881 UIQM=1.2949346325702566 UCIQE=0.5591856595630993
61_img_: PSNR=23.093725935319345 SSIM=0.8871070368206351 UIQM=0.8627341407456943 UCIQE=0.635706395994545
629_img_: PSNR=23.73501910125757 SSIM=0.8136390584889249 UIQM=1.0634465917315106 UCIQE=0.5207106154816998
70_img_: PSNR=19.786039328324122 SSIM=0.6557849506552536 UIQM=0.9115454924192576 UCIQE=0.562864207175044
747_img_: PSNR=18.1606839023907 SSIM=0.6933876187497778 UIQM=0.9582171355394975 UCIQE=0.6305889608613737
7_img_: PSNR=24.474740521614432 SSIM=0.8545125901133817 UIQM=0.5161414441438202 UCIQE=0.5829217424987637
849_img_: PSNR=18.545636795104183 SSIM=0.880685105723271 UIQM=1.1879630677669324 UCIQE=0.6734572875411914
856_img_: PSNR=18.29053986504011 SSIM=0.46378237277476875 UIQM=1.098891599802147 UCIQE=0.6243634007174215
8_img_: PSNR=21.986721471141845 SSIM=0.8364668596958195 UIQM=0.8242394938264336 UCIQE=0.5927373410520996
901_img_: PSNR=17.816632746597296 SSIM=0.8107729052407456 UIQM=0.5251459776725236 UCIQE=0.5423057783837635
906_img_: PSNR=21.344805922483868 SSIM=0.683978215201023 UIQM=0.6777310074569218 UCIQE=0.5774745590044374
97_img_: PSNR=20.175305335253096 SSIM=0.8203249957701473 UIQM=0.9132365615776448 UCIQE=0.5575375535309582
9_img_: PSNR=26.390655094618207 SSIM=0.9322979815658005 UIQM=0.3896158629529699 UCIQE=0.55520949134234

Average: PSNR=22.585203710762386 SSIM=0.7823321876759247 UIQM=0.7807079376612854 UCIQE=0.5919888916674212

