12433.png: uiqm=0.5606475683665146, uciqe=0.5254087831960267
im_f1582_.png: uiqm=0.9291703426585401, uciqe=0.5166302432257125
im_f2253_.png: uiqm=0.3622126749717529, uciqe=0.45647902879545205
n01496331_1010.png: uiqm=0.6952984518373585, uciqe=0.5119650075529705
n01496331_2044.png: uiqm=0.7323102688751586, uciqe=0.546999449683959
n01914609_1112.png: uiqm=-0.08960217073456689, uciqe=0.4665518927303307
n01914609_11380.png: uiqm=0.4641317960253989, uciqe=0.46087241079944513
n01914609_13222.png: uiqm=0.20462579264971104, uciqe=0.49173714286870845
n01914609_13909.png: uiqm=0.7373335439478736, uciqe=0.4583251219065943
n01914609_1437.png: uiqm=0.20740863472709992, uciqe=0.5653739384328694
n01914609_1980.png: uiqm=0.6383881648189029, uciqe=0.5373411269260588
n01914609_2054.png: uiqm=0.32273139940901063, uciqe=0.5188098587136181
n01914609_7919.png: uiqm=0.4866524479548038, uciqe=0.544745035958399
n02607072_2382.png: uiqm=0.17078797787763145, uciqe=0.5144861791327882
n02607072_5845.png: uiqm=0.07178984572153269, uciqe=0.45791488933508506
n02607072_931.png: uiqm=0.08179947190971704, uciqe=0.5042812725912514
NF_1.png: uiqm=0.21175189466600314, uciqe=0.530185086393822
NF_10.png: uiqm=0.09426494383843859, uciqe=0.4756230303591973
NF_100.png: uiqm=0.20777901718954123, uciqe=0.39712851118417125
NF_110.png: uiqm=0.3111199094831774, uciqe=0.5149673789115414
NF_116.png: uiqm=0.3158118427296341, uciqe=0.4386454804013351
NF_123.png: uiqm=0.2023803563901884, uciqe=0.43294747440368897
NF_124.png: uiqm=0.06489272206569208, uciqe=0.426321568529882
NF_13.png: uiqm=-0.25773701332181026, uciqe=0.4540338608363753
NF_14.png: uiqm=-0.3681866143039148, uciqe=0.32384174302101054
NF_141.png: uiqm=-0.035466095731595926, uciqe=0.45668147849929264
NF_147.png: uiqm=0.42607496546479146, uciqe=0.3823361941870796
NF_148.png: uiqm=0.2062530022930073, uciqe=0.3817930438666117
NF_166.png: uiqm=0.16826383537355188, uciqe=0.45893983238678965
NF_171.png: uiqm=0.39177566262656416, uciqe=0.4744679721034536
NF_172.png: uiqm=0.12585100811359, uciqe=0.42902731068545225
NF_174.png: uiqm=-0.08587057064120496, uciqe=0.40788435275170454
NF_177.png: uiqm=0.07464637728729895, uciqe=0.4366476525671593
NF_194.png: uiqm=0.11515549746780857, uciqe=0.5558379275443843
NF_195.png: uiqm=0.14118948210635573, uciqe=0.4724579404988988
NF_2.png: uiqm=-0.010320542416056622, uciqe=0.5380688949635268
NF_201.png: uiqm=0.1805053744038519, uciqe=0.36793752016079684
NF_209.png: uiqm=0.6980736742563215, uciqe=0.5792479258600222
NF_213.png: uiqm=0.3615351773703218, uciqe=0.40109286887885176
NF_215.png: uiqm=0.10675521010783395, uciqe=0.43693762600550573
NF_218.png: uiqm=0.11771477069686737, uciqe=0.4533152093508864
NF_231.png: uiqm=0.5244343527813462, uciqe=0.45779882564002305
NF_241.png: uiqm=0.10456986301430621, uciqe=0.48186696547394436
NF_242.png: uiqm=0.3647214881027213, uciqe=0.4777492162010517
NF_252.png: uiqm=0.187463314588322, uciqe=0.5213632732739208
NF_26.png: uiqm=0.34574496639576724, uciqe=0.4105805076240968
NF_280.png: uiqm=0.08577879464744431, uciqe=0.4677544354086193
NF_285.png: uiqm=0.384958470243814, uciqe=0.5145813149907235
NF_287.png: uiqm=-0.11465254865843943, uciqe=0.41018818191317985
NF_313.png: uiqm=0.22357643912952002, uciqe=0.5463618503892824
NF_32.png: uiqm=-0.03968175137271435, uciqe=0.41612956996641326
NF_363.png: uiqm=0.1460209072043499, uciqe=0.36527242144936
NF_364.png: uiqm=-0.34147642185771593, uciqe=0.43844636827724426
NF_387.png: uiqm=0.27846889770702016, uciqe=0.45394955053543296
NF_410.png: uiqm=0.2142967374804569, uciqe=0.47610961447729805
NF_417.png: uiqm=0.16803845481102692, uciqe=0.4571539428522556
NF_466.png: uiqm=0.3693872560445224, uciqe=0.4887190346252833
NF_470.png: uiqm=0.47186425497323436, uciqe=0.509921124882811
NF_507.png: uiqm=-0.07885776917871537, uciqe=0.5106865527837721
NF_512.png: uiqm=0.4321078457792612, uciqe=0.5119252666013119
NF_518.png: uiqm=0.391036056209388, uciqe=0.5356653766879148
NF_52.png: uiqm=0.07652208482261674, uciqe=0.48359710016802737
NF_56.png: uiqm=0.25756107896161734, uciqe=0.4669074715998183
NF_57.png: uiqm=0.019007187294208028, uciqe=0.4936351781124242
NF_60.png: uiqm=-0.11558685075278635, uciqe=0.4900854128914219
NF_69.png: uiqm=0.41841380994399857, uciqe=0.5597874606555402
NF_7.png: uiqm=0.04510420995891998, uciqe=0.4917349259699969
NF_70.png: uiqm=0.34656754139808155, uciqe=0.5918462951684911
NF_75.png: uiqm=0.22623653520022896, uciqe=0.5355149984057648
NF_78.png: uiqm=0.569900960414216, uciqe=0.4695311228207097
NF_8.png: uiqm=-0.05355369011458644, uciqe=0.44924749562277133
NF_81.png: uiqm=-0.025953314481188372, uciqe=0.45806865277849074
NF_85.png: uiqm=0.752272067939995, uciqe=0.4988322852025409
NF_94.png: uiqm=0.5443579501149438, uciqe=0.43756856546372414
NF_95.png: uiqm=0.5504574562177639, uciqe=0.42848893936110866

Average: uiqm=0.2967673344029427, uciqe=0.4849087470754773

