1.png: uiqm=0.36312341278481697, uciqe=0.4967884221999799
87.png: uiqm=0.3818382244656272, uciqe=0.4918823439872835
88.png: uiqm=0.5301705391580297, uciqe=0.5277347471136113
89.png: uiqm=0.49394959210335376, uciqe=0.5265586754311845
9.png: uiqm=0.3237221348552656, uciqe=0.5445493351356472
90.png: uiqm=0.46472808283075806, uciqe=0.512812198849365
91.png: uiqm=0.7249657526654878, uciqe=0.5156321578926011
92.png: uiqm=0.7895583816497079, uciqe=0.5181091676461284
93.png: uiqm=0.6569067635321044, uciqe=0.5046802604478665
94.png: uiqm=0.6796895262599807, uciqe=0.500986633828363
95.png: uiqm=0.7736280269776613, uciqe=0.4997738814760666
96.png: uiqm=0.6199263429413964, uciqe=0.5100064918537063
97.png: uiqm=0.7668782694653792, uciqe=0.5081388869602583
98.png: uiqm=0.4371365013785622, uciqe=0.47600313675475725
99.png: uiqm=0.3591041880693331, uciqe=0.491534841644901

Average: uiqm=0.3284193991008097, uciqe=0.5112996246148972

